classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-000106,CRD-000106,CLI-000249,2022-07-31,Saine,A,Stage 1,0,0.0141,0.4677,156556.3,1030.68,1083.68,1039.02,0.0,1,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:25.717696,2026-12-10 14:53:25.717696
CLS-000107,CRD-000107,CLI-000932,2026-05-17,Saine,A,Stage 1,0,0.0137,0.545,128692.27,958.26,1145.3,1131.98,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:25.720696,2026-12-10 14:53:25.720696
CLS-000108,CRD-000108,CLI-001336,2025-02-23,Saine,B,Stage 1,0,0.0129,0.2331,417480.71,1252.46,1380.68,1326.53,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.723694,2026-12-10 14:53:25.723694
CLS-000109,CRD-000109,CLI-004525,2025-12-02,Saine,C,Stage 1,0,0.0093,0.5595,84115.9,437.54,466.73,445.41,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.725693,2026-12-10 14:53:25.725693
CLS-000110,CRD-000110,CLI-001339,2024-06-28,Saine,B,Stage 1,0,0.0146,0.517,45922.99,346.09,361.59,360.23,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:25.728696,2026-12-10 14:53:25.728696
CLS-000111,CRD-000111,CLI-001407,2023-10-31,Saine,C,Stage 2,69,0.0682,0.5827,1018080.62,40437.98,42559.91,40791.69,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-008,2026-09-11 14:53:25.731674,2026-12-10 14:53:25.731674
CLS-000112,CRD-000112,CLI-001091,2026-02-03,Saine,C,Stage 2,47,0.0925,0.6862,1116122.35,70871.69,81424.72,77980.49,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:25.734673,2026-12-10 14:53:25.734673
CLS-000113,CRD-000113,CLI-004210,2026-04-26,Saine,C,Stage 1,0,0.0194,0.4084,33535.61,265.18,274.65,269.17,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:25.736675,2026-12-10 14:53:25.736675
CLS-000114,CRD-000114,CLI-000743,2026-07-05,Saine,B,Stage 1,0,0.0125,0.5896,7573.86,56.04,63.1,60.42,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.739673,2026-12-10 14:53:25.739673
CLS-000115,CRD-000115,CLI-002324,2025-07-20,Saine,C,Stage 1,0,0.0074,0.6466,15472.47,73.78,75.89,74.19,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.742691,2026-12-10 14:53:25.742691
CLS-000116,CRD-000116,CLI-003602,2026-04-15,Pré-douteuse,D,Stage 3,180,0.341,0.5868,630.16,126.08,129.86,128.82,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-008,2026-09-11 14:53:25.745696,2026-12-10 14:53:25.745696
CLS-000117,CRD-000117,CLI-002124,2022-02-08,Saine,C,Stage 1,0,0.018,0.458,9627.98,79.56,80.99,78.81,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:25.749678,2026-12-10 14:53:25.749678
CLS-000118,CRD-000118,CLI-002095,2025-01-22,Douteuse,D,Stage 3,268,0.4608,0.2302,66545.37,7060.4,8281.99,8254.36,0.5,0,,1,2025-07-08,Retard de paiement,Classification automatique,VAL-005,2026-09-11 14:53:25.752678,2026-12-10 14:53:25.752678
CLS-000119,CRD-000119,CLI-000241,2026-11-04,Saine,C,Stage 1,0,0.0095,0.5089,15304.69,73.73,83.89,79.71,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:25.754679,2026-12-10 14:53:25.754679
CLS-000120,CRD-000120,CLI-002352,2027-04-24,Saine,B,Stage 1,0,0.0168,0.408,65261.34,447.27,496.88,474.0,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.757678,2026-12-10 14:53:25.757678
CLS-000121,CRD-000121,CLI-001371,2026-07-13,Saine,C,Stage 1,0,0.0199,0.4278,30142.78,256.17,261.89,260.05,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.759679,2026-12-10 14:53:25.759679
CLS-000122,CRD-000122,CLI-001058,2025-05-19,Saine,C,Stage 1,0,0.0195,0.7137,455.68,6.34,6.81,6.77,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.762672,2026-12-10 14:53:25.762672
CLS-000123,CRD-000123,CLI-004817,2024-09-25,Saine,B,Stage 1,0,0.0157,0.4617,10061.98,72.92,73.0,71.25,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.765674,2026-12-10 14:53:25.765674
CLS-000124,CRD-000124,CLI-000200,2026-02-27,Saine,B,Stage 1,0,0.0064,0.6767,0.0,0.0,0.0,0.0,0.0,1,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.768673,2026-12-10 14:53:25.768673
CLS-000125,CRD-000125,CLI-002281,2024-11-16,Saine,B,Stage 1,0,0.0191,0.4054,1723.79,13.36,13.5,12.98,0.0,1,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:25.770674,2026-12-10 14:53:25.770674
CLS-000126,CRD-000126,CLI-004750,2026-11-16,Saine,A,Stage 1,0,0.0106,0.4739,30939.06,154.95,175.11,172.01,0.0,0,2026-09-06,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:25.773672,2026-12-10 14:53:25.773672
CLS-000127,CRD-000127,CLI-002221,2022-09-24,Saine,C,Stage 1,0,0.0157,0.5501,7763.68,67.26,79.58,76.51,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.775674,2026-12-10 14:53:25.775674
CLS-000128,CRD-000128,CLI-004772,2025-08-05,Saine,B,Stage 1,0,0.0161,0.3731,559357.33,3357.35,3568.88,3454.34,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.778673,2026-12-10 14:53:25.778673
CLS-000129,CRD-000129,CLI-002820,2025-05-08,Pré-douteuse,D,Stage 3,107,0.3131,0.4115,107236.18,13818.0,15460.99,15328.61,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:25.781695,2026-12-10 14:53:25.781695
CLS-000130,CRD-000130,CLI-003151,2024-05-27,Douteuse,D,Stage 3,315,0.4883,0.4338,15767.48,3339.77,3741.54,3698.63,0.5,1,,1,2024-06-17,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:25.784695,2026-12-10 14:53:25.784695
CLS-000131,CRD-000131,CLI-004257,2027-02-13,Saine,B,Stage 1,0,0.0172,0.381,157489.1,1031.77,1060.79,1058.19,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.786697,2026-12-10 14:53:25.786697
CLS-000132,CRD-000132,CLI-003108,2025-03-02,Saine,C,Stage 1,0,0.0165,0.4103,5048.01,34.11,40.05,39.75,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.789803,2026-12-10 14:53:25.789803
CLS-000133,CRD-000133,CLI-001974,2022-11-29,Saine,C,Stage 1,0,0.0174,0.6826,419160.71,4981.27,5707.86,5625.48,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.792804,2026-12-10 14:53:25.792804
CLS-000134,CRD-000134,CLI-001376,2026-04-27,Saine,B,Stage 1,0,0.0059,0.4153,1312.33,3.24,3.78,3.64,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:25.797804,2026-12-10 14:53:25.797804
CLS-000135,CRD-000135,CLI-003969,2022-08-06,Saine,B,Stage 1,0,0.0179,0.6061,14283.05,154.98,182.37,178.11,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:25.802804,2026-12-10 14:53:25.802804
CLS-000136,CRD-000136,CLI-004063,2026-07-02,Saine,C,Stage 1,0,0.0116,0.4553,21775.47,115.1,120.77,114.88,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.808195,2026-12-10 14:53:25.808195
CLS-000137,CRD-000137,CLI-004446,2025-05-23,Saine,B,Stage 1,0,0.0123,0.4419,931.78,5.06,5.47,5.46,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.813194,2026-12-10 14:53:25.813194
CLS-000138,CRD-000138,CLI-003558,2024-08-29,Saine,B,Stage 1,0,0.0073,0.5044,52571.08,192.78,229.03,219.52,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.818193,2026-12-10 14:53:25.818193
CLS-000139,CRD-000139,CLI-000965,2022-08-07,Saine,B,Stage 1,0,0.0174,0.7199,25763.86,322.97,370.96,359.65,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.822192,2026-12-10 14:53:25.822192
CLS-000140,CRD-000140,CLI-000180,2022-10-25,Saine,B,Stage 1,0,0.0117,0.2971,32372.45,112.05,133.21,130.65,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:25.827190,2026-12-10 14:53:25.827190
CLS-000141,CRD-000141,CLI-003699,2024-04-17,Saine,B,Stage 1,0,0.0166,0.693,871869.35,10008.68,11229.85,10871.2,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.831194,2026-12-10 14:53:25.831194
CLS-000142,CRD-000142,CLI-003822,2025-06-21,Saine,B,Stage 1,0,0.0128,0.5455,4592.2,32.01,32.87,32.29,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.836192,2026-12-10 14:53:25.836192
CLS-000143,CRD-000143,CLI-004879,2026-03-16,Saine,C,Stage 1,0,0.0125,0.3741,1941.2,9.1,9.38,9.03,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:25.842193,2026-12-10 14:53:25.842193
CLS-000144,CRD-000144,CLI-003900,2025-12-24,Saine,C,Stage 1,0,0.0059,0.2712,4398.33,7.08,7.73,7.62,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:25.848196,2026-12-10 14:53:25.848196
CLS-000145,CRD-000145,CLI-004488,2023-01-29,Saine,C,Stage 1,0,0.0124,0.5007,34038.25,211.79,237.64,237.43,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.854192,2026-12-10 14:53:25.854192
CLS-000146,CRD-000146,CLI-003239,2026-09-16,Saine,C,Stage 1,0,0.0102,0.5435,13067.94,72.26,75.9,74.79,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.859192,2026-12-10 14:53:25.859192
CLS-000147,CRD-000147,CLI-002975,2025-09-06,Saine,C,Stage 2,42,0.1448,0.4147,7721.97,463.57,502.16,491.7,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-016,2026-09-11 14:53:25.865204,2026-12-10 14:53:25.865204
CLS-000148,CRD-000148,CLI-003581,2023-04-07,Saine,B,Stage 1,0,0.0186,0.5254,9478.19,92.86,97.48,94.76,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.871199,2026-12-10 14:53:25.871199
CLS-000149,CRD-000149,CLI-002888,2026-03-06,Saine,B,Stage 1,0,0.0106,0.4249,29973.32,135.11,147.42,140.08,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.874201,2026-12-10 14:53:25.874201
CLS-000150,CRD-000150,CLI-002576,2024-04-12,Saine,B,Stage 1,0,0.0082,0.3146,78993.12,203.13,216.72,208.69,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.878195,2026-12-10 14:53:25.878195
CLS-000151,CRD-000151,CLI-001420,2024-06-07,Saine,C,Stage 1,0,0.0056,0.4929,14521.93,39.82,43.97,42.54,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.881196,2026-12-10 14:53:25.881196
CLS-000152,CRD-000152,CLI-003908,2026-01-14,Saine,C,Stage 1,0,0.0185,0.3042,15200.59,85.65,90.47,90.09,0.0,1,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.884197,2026-12-10 14:53:25.884197
CLS-000153,CRD-000153,CLI-004674,2023-03-22,Saine,C,Stage 1,0,0.0054,0.6391,24299.14,83.76,99.57,98.67,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.888192,2026-12-10 14:53:25.888192
CLS-000154,CRD-000154,CLI-004903,2025-03-01,Saine,B,Stage 1,0,0.0112,0.4436,1047687.02,5189.11,5301.18,5093.11,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:25.891355,2026-12-10 14:53:25.891355
CLS-000155,CRD-000155,CLI-001861,2024-09-02,Saine,B,Stage 1,0,0.0189,0.7411,5189.91,72.64,81.78,81.29,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:25.894335,2026-12-10 14:53:25.894335
CLS-000156,CRD-000156,CLI-000009,2024-10-26,Saine,C,Stage 1,0,0.0068,0.64,18382.82,80.05,87.23,86.86,0.0,1,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:25.897337,2026-12-10 14:53:25.897337
CLS-000157,CRD-000157,CLI-002895,2022-12-14,Saine,C,Stage 1,0,0.014,0.68,99843.46,951.25,1124.95,1111.06,0.0,1,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.901537,2026-12-10 14:53:25.901537
CLS-000158,CRD-000158,CLI-002848,2024-12-23,Saine,C,Stage 2,80,0.0886,0.4342,4424.7,170.14,201.46,199.3,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-011,2026-09-11 14:53:25.904537,2026-12-10 14:53:25.904537
CLS-000159,CRD-000159,CLI-003665,2022-08-10,Saine,B,Stage 1,0,0.0186,0.5842,3307.62,35.91,41.99,41.49,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.907537,2026-12-10 14:53:25.907537
CLS-000160,CRD-000160,CLI-000145,2023-08-28,Saine,C,Stage 1,0,0.0087,0.6766,29460.23,173.09,203.23,193.27,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:25.909538,2026-12-10 14:53:25.909538
CLS-000161,CRD-000161,CLI-002105,2023-11-04,Saine,B,Stage 1,0,0.0132,0.4837,2658.05,16.91,18.62,18.07,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:25.912538,2026-12-10 14:53:25.912538
CLS-000162,CRD-000162,CLI-003144,2024-04-05,Saine,B,Stage 1,0,0.0135,0.6162,17611.76,146.54,159.52,155.2,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.915681,2026-12-10 14:53:25.915681
CLS-000163,CRD-000163,CLI-000842,2023-08-09,Saine,C,Stage 1,0,0.0121,0.4481,9412.18,50.83,52.68,52.44,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:25.917683,2026-12-10 14:53:25.917683
CLS-000164,CRD-000164,CLI-001129,2023-07-08,Saine,C,Stage 1,0,0.0072,0.3693,4086.32,10.9,12.24,12.19,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.920680,2026-12-10 14:53:25.920680
CLS-000165,CRD-000165,CLI-000152,2022-03-22,Saine,C,Stage 2,89,0.0721,0.4111,126085.35,3739.68,3908.28,3814.8,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-016,2026-09-11 14:53:25.923677,2026-12-10 14:53:25.923677
CLS-000166,CRD-000166,CLI-003592,2022-12-26,Saine,C,Stage 1,0,0.0185,0.5209,252371.66,2435.3,2576.37,2461.64,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:25.925809,2026-12-10 14:53:25.925809
CLS-000167,CRD-000167,CLI-001053,2023-08-30,Saine,C,Stage 1,0,0.0185,0.5407,15358.24,153.69,167.85,161.61,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:25.927816,2026-12-10 14:53:25.927816
CLS-000168,CRD-000168,CLI-001591,2024-12-13,Saine,C,Stage 1,0,0.0094,0.3798,4200.37,14.99,15.83,15.52,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:25.930814,2026-12-10 14:53:25.930814
CLS-000169,CRD-000169,CLI-003009,2022-11-18,Pré-douteuse,D,Stage 3,115,0.2224,0.255,10588.15,600.28,694.13,676.54,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:25.933813,2026-12-10 14:53:25.933813
CLS-000170,CRD-000170,CLI-002030,2025-08-20,Saine,C,Stage 1,0,0.0148,0.2451,12243.12,44.33,45.41,44.18,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:25.935814,2026-12-10 14:53:25.935814
CLS-000171,CRD-000171,CLI-003419,2026-10-05,Saine,B,Stage 1,0,0.0118,0.5022,39836.7,235.94,243.48,231.85,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.938812,2026-12-10 14:53:25.938812
CLS-000172,CRD-000172,CLI-001808,2024-04-13,Saine,C,Stage 1,0,0.0091,0.5591,8830.9,44.77,49.05,46.85,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:25.940950,2026-12-10 14:53:25.940950
CLS-000173,CRD-000173,CLI-002697,2026-01-15,Saine,C,Stage 1,0,0.0177,0.642,24542.14,279.58,287.54,275.77,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:25.943955,2026-12-10 14:53:25.943955
CLS-000174,CRD-000174,CLI-003040,2026-10-31,Saine,C,Stage 1,0,0.0138,0.3296,6926.06,31.44,35.13,34.34,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:25.946938,2026-12-10 14:53:25.946938
CLS-000175,CRD-000175,CLI-000473,2023-10-30,Saine,C,Stage 1,0,0.0093,0.2737,10661.88,27.0,28.85,28.01,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.950157,2026-12-10 14:53:25.950157
CLS-000176,CRD-000176,CLI-003290,2024-01-16,Saine,B,Stage 1,0,0.008,0.4396,11917.27,41.85,42.32,41.1,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:25.953157,2026-12-10 14:53:25.953157
CLS-000177,CRD-000177,CLI-004075,2025-02-28,Saine,C,Stage 1,0,0.0077,0.3836,7890.73,23.22,23.59,22.62,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.956156,2026-12-10 14:53:25.956156
CLS-000178,CRD-000178,CLI-003497,2024-11-09,Saine,C,Stage 1,0,0.0112,0.4333,244866.92,1191.65,1298.2,1277.1,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:25.959161,2026-12-10 14:53:25.959161
CLS-000179,CRD-000179,CLI-000280,2026-01-21,Saine,C,Stage 1,0,0.0192,0.5661,6777.27,73.59,84.69,84.6,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:25.962157,2026-12-10 14:53:25.962157
CLS-000180,CRD-000180,CLI-001742,2025-07-25,Pré-douteuse,D,Stage 3,136,0.1742,0.4463,2305.92,179.32,189.94,183.43,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-009,2026-09-11 14:53:25.966938,2026-12-10 14:53:25.966938
CLS-000181,CRD-000181,CLI-004625,2023-06-14,Saine,A,Stage 1,0,0.012,0.4707,27688.42,155.74,168.1,160.87,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:25.970940,2026-12-10 14:53:25.970940
CLS-000182,CRD-000182,CLI-002887,2024-06-11,Saine,C,Stage 1,0,0.0173,0.3261,5658.68,31.92,33.1,32.2,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:25.973942,2026-12-10 14:53:25.973942
CLS-000183,CRD-000183,CLI-001942,2024-06-20,Saine,C,Stage 1,0,0.0109,0.5031,1470.98,8.06,8.33,8.28,0.0,1,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:25.976941,2026-12-10 14:53:25.976941
CLS-000184,CRD-000184,CLI-000101,2025-04-03,Saine,C,Stage 1,0,0.0144,0.5055,6490.35,47.17,53.6,51.45,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:25.979940,2026-12-10 14:53:25.979940
CLS-000185,CRD-000185,CLI-002805,2021-12-19,Saine,C,Stage 1,0,0.0065,0.4577,130186.45,388.02,389.18,384.96,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:25.983939,2026-12-10 14:53:25.983939
CLS-000186,CRD-000186,CLI-003571,2024-01-22,Saine,C,Stage 1,0,0.0075,0.3756,13756.52,38.88,41.85,41.69,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:25.986944,2026-12-10 14:53:25.986944
CLS-000187,CRD-000187,CLI-003685,2026-05-19,Saine,B,Stage 1,0,0.0052,0.5366,7178.56,20.07,22.4,22.3,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:25.989945,2026-12-10 14:53:25.989945
CLS-000188,CRD-000188,CLI-003662,2023-12-03,Saine,C,Stage 1,0,0.0054,0.4388,57511.25,135.57,143.72,141.66,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:25.992937,2026-12-10 14:53:25.992937
CLS-000189,CRD-000189,CLI-000531,2025-07-18,Saine,C,Stage 2,24,0.0237,0.5509,8395.48,109.61,110.36,109.97,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:25.996946,2026-12-10 14:53:25.996946
CLS-000190,CRD-000190,CLI-001887,2024-02-20,Saine,C,Stage 1,0,0.0138,0.4967,246881.09,1696.74,1938.03,1842.9,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:26.001101,2026-12-10 14:53:26.001101
CLS-000191,CRD-000191,CLI-000682,2024-06-27,Saine,C,Stage 1,0,0.0183,0.4879,24107.78,215.79,222.2,215.81,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:26.005100,2026-12-10 14:53:26.005100
CLS-000192,CRD-000192,CLI-003795,2025-01-31,Saine,C,Stage 1,0,0.009,0.5334,40655.63,195.05,198.5,190.67,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:26.009102,2026-12-10 14:53:26.009102
CLS-000193,CRD-000193,CLI-003945,2026-09-12,Saine,C,Stage 1,0,0.0052,0.2288,20351.09,24.34,28.24,27.48,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:26.013081,2026-12-10 14:53:26.013081
CLS-000194,CRD-000194,CLI-004667,2022-10-10,Saine,C,Stage 1,0,0.0091,0.4497,23937.64,98.38,114.99,110.06,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:26.017259,2026-12-10 14:53:26.017259
CLS-000195,CRD-000195,CLI-002019,2024-07-19,Saine,A,Stage 1,0,0.0162,0.485,279911.34,2197.43,2464.59,2398.4,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:26.021261,2026-12-10 14:53:26.021261
CLS-000196,CRD-000196,CLI-001097,2024-06-17,Saine,B,Stage 1,0,0.0057,0.5004,91201.8,258.25,282.18,273.6,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:26.025461,2026-12-10 14:53:26.025461
CLS-000197,CRD-000197,CLI-000830,2024-07-26,Saine,C,Stage 1,0,0.0069,0.3786,9315.49,24.22,27.43,26.66,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:26.029464,2026-12-10 14:53:26.029464
CLS-000198,CRD-000198,CLI-002806,2026-08-18,Saine,B,Stage 1,0,0.0152,0.7287,23016.57,254.66,297.07,288.91,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:26.033460,2026-12-10 14:53:26.033460
CLS-000199,CRD-000199,CLI-003830,2021-11-01,Saine,B,Stage 1,0,0.0194,0.4846,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:26.037462,2026-12-10 14:53:26.037462
CLS-000200,CRD-000200,CLI-004382,2027-02-26,Saine,B,Stage 1,0,0.0089,0.4919,10289.97,44.95,45.35,43.25,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:26.040462,2026-12-10 14:53:26.040462
CLS-000201,CRD-000201,CLI-003892,2026-02-26,Saine,C,Stage 2,33,0.074,0.3482,47414.55,1222.26,1306.74,1290.05,0.0,1,,0,,Retard de paiement,Classification automatique,VAL-014,2026-09-11 14:53:26.044464,2026-12-10 14:53:26.044464
CLS-000202,CRD-000202,CLI-000765,2024-03-05,Saine,C,Stage 1,0,0.0071,0.4785,42928.41,145.52,172.82,164.87,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:26.048463,2026-12-10 14:53:26.048463
CLS-000203,CRD-000203,CLI-002768,2024-02-13,Saine,A,Stage 1,0,0.0128,0.4507,3595.61,20.75,24.42,24.42,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:26.052466,2026-12-10 14:53:26.052466
CLS-000204,CRD-000204,CLI-004329,2025-12-19,Saine,C,Stage 2,48,0.0645,0.4546,42443.61,1244.51,1312.79,1276.44,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-002,2026-09-11 14:53:26.056468,2026-12-10 14:53:26.056468
CLS-000205,CRD-000205,CLI-003296,2023-11-18,Saine,C,Stage 1,0,0.0154,0.7148,4130.92,45.59,46.65,45.37,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:26.060463,2026-12-10 14:53:26.060463
CLS-000206,CRD-000206,CLI-002195,2021-10-31,Saine,B,Stage 1,0,0.0073,0.4041,6603.79,19.46,22.91,22.22,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:26.065481,2026-12-10 14:53:26.065481
CLS-000207,CRD-000207,CLI-002358,2024-04-19,Saine,C,Stage 1,0,0.0181,0.3187,27731.85,159.84,165.89,160.84,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:26.069467,2026-12-10 14:53:26.069467
CLS-000208,CRD-000208,CLI-003426,2027-02-24,Saine,B,Stage 1,0,0.0107,0.404,5261.29,22.72,24.43,23.82,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:26.075468,2026-12-10 14:53:26.075468
CLS-000209,CRD-000209,CLI-003980,2024-01-19,Saine,C,Stage 1,0,0.0095,0.4742,186347.15,837.7,934.39,895.57,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:26.080468,2026-12-10 14:53:26.080468
CLS-000210,CRD-000210,CLI-000912,2023-04-21,Saine,C,Stage 1,0,0.0178,0.3525,288541.42,1810.1,1939.7,1897.08,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:26.083460,2026-12-10 14:53:26.083460
