credit_id,client_id,agence_id,compte_id,type_credit,montant_initial,montant_restant_du,taux_interet_nominal,taux_effectif_global,duree_totale_mois,duree_restante_mois,montant_mensualite,date_octroi,date_premiere_echeance,date_derniere_echeance,date_derniere_mensualite_payee,nombre_echeances_payees,nombre_echeances_impayees,jours_retard,statut_credit,garantie,valeur_garantie,objet_financement,score_risque_octroi,classification_bale,provision_constituee,date_dernier_incident,nombre_incidents_paiement,conseiller_credit_id,date_creation,date_derniere_maj
CRD-000079,CLI-002528,AG-NAD-01,CPT-003215,Crédit consommation,19698.44,13679.47,0.0641,0.0694,36,25,602.93,2026-05-27,2026-06-26,2029-05-11,2027-04-22,11,25,0,En cours,Sans garantie,0.0,Achat immobilier,755,A,53.1,,0,CONS-003,2026-09-11 14:53:25.643086,2026-09-11 14:53:25.643086
CRD-000080,CLI-003753,AG-SAL-01,CPT-004800,Crédit automobile,57875.72,41477.6,0.0526,0.0705,60,43,1099.09,2022-08-06,2022-09-05,2027-07-11,2023-12-29,17,43,62,En cours (retard),Garantie autonome,35172.52,Études,595,C,1620.26,2025-07-30,1,CONS-012,2026-09-11 14:53:25.645089,2026-09-11 14:53:25.645089
CRD-000081,CLI-003322,AG-SAL-01,CPT-004227,Crédit professionnel,370440.31,216090.18,0.0325,0.0431,36,21,10813.71,2025-09-21,2025-10-21,2028-09-05,2026-12-15,15,21,0,En cours,Nantissement,237297.4,Achat immobilier,537,C,1458.86,,0,CONS-047,2026-09-11 14:53:25.649069,2026-09-11 14:53:25.649069
CRD-000082,CLI-003182,AG-TAN-02,CPT-004059,Crédit professionnel,84818.28,18848.51,0.0629,0.0825,36,8,2591.5,2023-08-30,2023-09-29,2026-08-14,2025-12-17,28,8,0,En cours,Hypothèque,72022.85,Études,596,C,51.68,,0,CONS-030,2026-09-11 14:53:25.652068,2026-09-11 14:53:25.652068
CRD-000083,CLI-004184,AG-SET-01,CPT-005358,Crédit immobilier,856114.92,656354.77,0.0332,0.0493,120,92,8393.77,2025-07-30,2025-08-29,2035-06-08,2027-11-17,28,92,0,En cours,Sans garantie,0.0,Investissement,453,C,9076.23,,0,CONS-018,2026-09-11 14:53:25.654068,2026-09-11 14:53:25.654068
CRD-000084,CLI-001616,AG-MEK-01,CPT-002068,Crédit automobile,164593.02,159106.59,0.0746,0.0828,60,58,3294.98,2024-03-15,2024-04-14,2029-02-17,2024-05-14,2,58,0,En cours,Caution personnelle,159666.87,Études,680,B,1003.38,,0,CONS-034,2026-09-11 14:53:25.657066,2026-09-11 14:53:25.657066
CRD-000085,CLI-003025,AG-TAN-02,CPT-003861,Crédit équipement,11800.01,11308.34,0.0722,0.091,24,23,529.49,2026-05-19,2026-06-18,2028-05-08,2026-06-18,1,23,0,En cours,Nantissement,7854.69,Fonds de roulement,540,C,69.62,,0,CONS-012,2026-09-11 14:53:25.660065,2026-09-11 14:53:25.660065
CRD-000086,CLI-001414,AG-AGA-02,CPT-001816,Crédit consommation,14246.79,7914.88,0.0311,0.0415,36,20,415.0,2023-03-22,2023-04-21,2026-03-06,2024-07-14,16,20,0,En cours,Hypothèque,16933.29,Achat immobilier,562,C,43.2,,0,CONS-011,2026-09-11 14:53:25.662066,2026-09-11 14:53:25.662066
CRD-000087,CLI-000764,AG-CAS-01,CPT-000968,Crédit immobilier,308783.85,60470.17,0.058,0.0633,240,47,2176.74,2023-11-25,2023-12-25,2043-08-12,2039-10-02,193,47,0,En cours,Sans garantie,0.0,Études,694,B,650.03,,0,CONS-023,2026-09-11 14:53:25.665194,2026-09-11 14:53:25.665194
CRD-000088,CLI-000656,AG-CAS-05,CPT-000827,Crédit consommation,9166.27,4583.14,0.0733,0.0791,24,12,411.77,2025-02-25,2025-03-27,2027-02-15,2026-02-20,12,12,0,En cours,Sans garantie,0.0,Travaux,715,A,40.42,,0,CONS-050,2026-09-11 14:53:25.668220,2026-09-11 14:53:25.668220
CRD-000089,CLI-004798,AG-KHO-01,CPT-006153,Crédit immobilier,226496.24,30199.5,0.0514,0.0632,300,40,1342.61,2022-03-20,2022-04-19,2046-11-09,2043-07-28,260,40,0,En cours,Sans garantie,0.0,Équipement professionnel,699,B,384.71,,0,CONS-023,2026-09-11 14:53:25.670217,2026-09-11 14:53:25.670217
CRD-000090,CLI-003850,AG-MOH-01,CPT-004925,Crédit automobile,64317.93,55742.21,0.044,0.0625,60,52,1196.16,2022-04-24,2022-05-24,2027-03-29,2022-12-20,8,52,0,En cours,Sans garantie,0.0,Achat immobilier,626,B,740.31,,0,CONS-043,2026-09-11 14:53:25.673396,2026-09-11 14:53:25.673396
CRD-000091,CLI-004154,AG-CAS-04,CPT-005320,Crédit consommation,6126.97,2297.61,0.0791,0.0937,48,18,149.32,2025-03-20,2025-04-19,2029-02-27,2027-09-06,30,18,0,En cours,Hypothèque,5128.01,Véhicule,637,B,5.96,,0,CONS-013,2026-09-11 14:53:25.675423,2026-09-11 14:53:25.675423
CRD-000092,CLI-000469,AG-CAS-02,CPT-000593,Crédit équipement,12496.76,6248.38,0.0377,0.0474,12,6,1062.79,2023-12-07,2024-01-06,2024-12-01,2024-06-04,6,6,0,En cours,Nantissement,12910.85,Achat immobilier,598,C,17.97,,0,CONS-010,2026-09-11 14:53:25.678421,2026-09-11 14:53:25.678421
CRD-000093,CLI-000158,AG-RAB-01,CPT-000198,Crédit immobilier,436481.53,109120.38,0.0388,0.0475,300,75,2275.09,2024-10-19,2024-11-18,2049-06-10,2043-04-13,225,75,0,En cours,Sans garantie,0.0,Achat immobilier,646,B,1166.18,,0,CONS-013,2026-09-11 14:53:25.680422,2026-09-11 14:53:25.680422
CRD-000094,CLI-001296,AG-AGA-02,CPT-001662,Crédit consommation,3057.45,2208.16,0.0734,0.0883,36,26,94.88,2025-08-02,2025-09-01,2028-07-17,2026-05-29,10,26,0,En cours,Caution personnelle,3082.86,Achat immobilier,559,C,6.31,,0,CONS-010,2026-09-11 14:53:25.683422,2026-09-11 14:53:25.683422
CRD-000095,CLI-000498,AG-MAR-01,CPT-000631,Crédit immobilier,368130.76,41721.49,0.0589,0.0752,300,34,2347.18,2021-12-04,2022-01-03,2046-07-26,2043-10-10,266,34,0,En cours,Sans garantie,0.0,Investissement,734,A,500.9,,0,CONS-005,2026-09-11 14:53:25.685423,2026-09-11 14:53:25.685423
CRD-000096,CLI-004741,AG-TAN-02,CPT-006075,Crédit consommation,19715.87,10679.43,0.0423,0.0544,24,13,858.18,2025-09-18,2025-10-18,2027-09-08,2026-08-14,11,13,129,Incident de paiement,Hypothèque,22267.35,Achat immobilier,388,D,795.76,2026-07-26,2,CONS-009,2026-09-11 14:53:25.688416,2026-09-11 14:53:25.688416
CRD-000097,CLI-002941,AG-MAR-01,CPT-003749,Crédit consommation,10245.16,10031.72,0.0442,0.0567,48,47,233.26,2024-03-19,2024-04-18,2028-02-27,2024-04-18,1,47,0,En cours,Garantie autonome,11059.61,Équipement professionnel,531,C,43.9,,0,CONS-005,2026-09-11 14:53:25.691558,2026-09-11 14:53:25.691558
CRD-000098,CLI-003457,AG-RAB-02,CPT-004411,Crédit automobile,40865.62,20432.81,0.0342,0.0433,24,12,1764.06,2023-09-20,2023-10-20,2025-09-09,2024-09-14,12,12,0,En cours,Caution personnelle,33192.47,Fonds de roulement,594,C,208.46,,0,CONS-028,2026-09-11 14:53:25.693563,2026-09-11 14:53:25.693563
CRD-000099,CLI-000374,AG-KHO-01,CPT-000472,Crédit professionnel,44196.24,18415.1,0.0695,0.079,60,25,874.1,2025-03-26,2025-04-25,2030-02-28,2028-02-09,35,25,0,En cours,Garantie autonome,36469.08,Véhicule,711,A,114.21,,0,CONS-042,2026-09-11 14:53:25.696562,2026-09-11 14:53:25.696562
CRD-000100,CLI-000080,AG-FÈS-01,CPT-000106,Crédit consommation,27263.55,9087.85,0.0681,0.0877,12,4,2356.64,2022-04-23,2022-05-23,2023-04-18,2022-12-19,8,4,0,En cours,Hypothèque,17004.26,Travaux,576,C,37.28,,0,CONS-038,2026-09-11 14:53:25.698670,2026-09-11 14:53:25.698670
CRD-000101,CLI-001554,AG-MAR-02,CPT-001991,Crédit consommation,20926.5,19182.62,0.0504,0.0568,24,22,918.45,2024-05-27,2024-06-26,2026-05-17,2024-07-26,2,22,0,En cours,Caution personnelle,21676.61,Travaux,716,A,108.61,,0,CONS-033,2026-09-11 14:53:25.700695,2026-09-11 14:53:25.700695
CRD-000102,CLI-001670,AG-TÉT-01,CPT-002135,Crédit automobile,18952.55,2211.13,0.0637,0.0815,60,7,369.68,2025-08-23,2025-09-22,2030-07-28,2029-12-30,53,7,4,En cours (retard),Garantie autonome,17898.05,Véhicule,702,B,24.09,,0,CONS-024,2026-09-11 14:53:25.705698,2026-09-11 14:53:25.705698
CRD-000103,CLI-002132,AG-KHE-01,CPT-002715,Crédit automobile,25315.9,1406.44,0.0349,0.0424,36,2,741.7,2023-12-06,2024-01-05,2026-11-20,2026-09-21,34,2,0,En cours,Caution personnelle,28301.11,Fonds de roulement,612,B,5.35,,0,CONS-012,2026-09-11 14:53:25.708694,2026-09-11 14:53:25.708694
CRD-000104,CLI-004440,AG-EL -01,CPT-005691,Crédit consommation,20029.22,10014.61,0.0671,0.0797,48,24,476.93,2026-06-08,2026-07-08,2030-05-18,2028-05-28,24,24,0,En cours,Sans garantie,0.0,Investissement,681,B,35.85,,0,CONS-008,2026-09-11 14:53:25.711694,2026-09-11 14:53:25.711694
CRD-000105,CLI-000466,AG-RAB-02,CPT-000589,Crédit automobile,57683.05,8652.46,0.0444,0.0613,60,9,1073.81,2025-12-30,2026-01-29,2030-12-04,2030-03-09,51,9,0,En cours,Sans garantie,0.0,Équipement professionnel,719,A,58.74,,0,CONS-038,2026-09-11 14:53:25.714696,2026-09-11 14:53:25.714696
CRD-000106,CLI-000249,AG-CAS-05,CPT-000313,Crédit immobilier,290516.85,156556.3,0.0713,0.0807,180,97,2632.41,2021-09-17,2021-10-17,2036-06-30,2028-07-12,83,97,0,En cours,Garantie autonome,248515.89,Études,742,A,1039.02,,0,CONS-010,2026-09-11 14:53:25.717696,2026-09-11 14:53:25.717696
CRD-000107,CLI-000932,AG-CAS-01,CPT-001187,Crédit immobilier,227104.01,128692.27,0.0427,0.0495,120,68,2328.57,2025-10-27,2025-11-26,2035-09-05,2030-02-03,52,68,0,En cours,Caution personnelle,152329.99,Fonds de roulement,850,A,1131.98,,0,CONS-031,2026-09-11 14:53:25.720696,2026-09-11 14:53:25.720696
CRD-000108,CLI-001336,AG-AGA-01,CPT-001716,Crédit professionnel,572544.98,417480.71,0.066,0.0746,48,35,13604.3,2024-04-14,2024-05-14,2028-03-24,2025-05-09,13,35,0,En cours,Hypothèque,660410.22,Véhicule,607,B,1326.53,,0,CONS-042,2026-09-11 14:53:25.723694,2026-09-11 14:53:25.723694
CRD-000109,CLI-004525,AG-RAB-02,CPT-005800,Crédit investissement,157717.32,84115.9,0.0308,0.0401,60,32,2839.58,2025-10-29,2025-11-28,2030-10-03,2028-02-16,28,32,0,En cours,Sans garantie,0.0,Études,568,C,445.41,,0,CONS-002,2026-09-11 14:53:25.725693,2026-09-11 14:53:25.725693
CRD-000110,CLI-001339,AG-TAN-02,CPT-001719,Crédit automobile,103326.72,45922.99,0.0378,0.0552,36,16,3040.51,2024-06-18,2024-07-18,2027-06-03,2026-02-08,20,16,0,En cours,Nantissement,77414.79,Fonds de roulement,670,B,360.23,,0,CONS-032,2026-09-11 14:53:25.728696,2026-09-11 14:53:25.728696
CRD-000111,CLI-001407,AG-TÉT-01,CPT-001806,Crédit investissement,1030346.65,1018080.62,0.0409,0.0562,84,83,14126.33,2022-11-10,2022-12-10,2029-10-04,2022-12-10,1,83,69,En cours (retard),Sans garantie,0.0,Investissement,575,C,40791.69,2023-02-25,3,CONS-049,2026-09-11 14:53:25.731674,2026-09-11 14:53:25.731674
CRD-000112,CLI-001091,AG-RAB-02,CPT-001394,Crédit immobilier,1201207.91,1116122.35,0.0671,0.0858,240,223,9105.01,2025-10-21,2025-11-20,2045-07-08,2027-03-15,17,223,47,En cours (retard),Sans garantie,0.0,Fonds de roulement,544,C,77980.49,2026-07-01,1,CONS-034,2026-09-11 14:53:25.734673,2026-09-11 14:53:25.734673
CRD-000113,CLI-004210,AG-MAR-02,CPT-005391,Crédit automobile,42360.77,33535.61,0.0743,0.081,48,38,1022.85,2025-09-28,2025-10-28,2029-09-07,2026-07-25,10,38,0,En cours,Caution personnelle,28050.5,Véhicule,418,C,269.17,,0,CONS-002,2026-09-11 14:53:25.736675,2026-09-11 14:53:25.736675
CRD-000114,CLI-000743,AG-FÈS-02,CPT-000942,Crédit automobile,64918.82,7573.86,0.0434,0.0494,60,7,1205.57,2025-12-29,2026-01-28,2030-12-03,2030-05-07,53,7,0,En cours,Sans garantie,0.0,Achat immobilier,649,B,60.42,,0,CONS-050,2026-09-11 14:53:25.739673,2026-09-11 14:53:25.739673
CRD-000115,CLI-002324,AG-CAS-05,CPT-002963,Crédit automobile,27304.36,15472.47,0.0415,0.0546,60,34,504.7,2024-12-20,2025-01-19,2029-11-24,2027-02-08,26,34,0,En cours,Sans garantie,0.0,Achat immobilier,524,C,74.19,,0,CONS-046,2026-09-11 14:53:25.742691,2026-09-11 14:53:25.742691
CRD-000116,CLI-003602,AG-RAB-01,CPT-004603,Crédit équipement,7561.91,630.16,0.0718,0.0875,24,2,339.18,2026-02-14,2026-03-16,2028-02-04,2027-12-06,22,2,180,Incident de paiement,Sans garantie,0.0,Achat immobilier,586,D,128.82,2026-04-06,1,CONS-022,2026-09-11 14:53:25.745696,2026-09-11 14:53:25.745696
CRD-000117,CLI-002124,AG-LAÂ-01,CPT-002703,Crédit automobile,9627.98,9627.98,0.0314,0.0465,60,60,173.6,2021-11-23,2021-12-23,2026-10-28,,0,60,0,En cours,Nantissement,9713.58,Véhicule,475,C,78.81,,0,CONS-027,2026-09-11 14:53:25.748694,2026-09-11 14:53:25.748694
CRD-000118,CLI-002095,AG-CAS-01,CPT-002669,Crédit immobilier,109891.44,66545.37,0.0334,0.0409,180,109,776.99,2024-10-13,2024-11-12,2039-07-27,2030-08-13,71,109,268,Contentieux,Hypothèque,77279.1,Travaux,440,D,8254.36,2025-03-24,3,CONS-016,2026-09-11 14:53:25.751680,2026-09-11 14:53:25.751680
CRD-000119,CLI-000241,AG-AGA-01,CPT-000303,Crédit consommation,18365.63,15304.69,0.0588,0.0678,48,40,430.31,2025-11-13,2025-12-13,2029-10-23,2026-07-11,8,40,0,En cours,Nantissement,12998.89,Investissement,537,C,79.71,,0,CONS-008,2026-09-11 14:53:25.754679,2026-09-11 14:53:25.754679
CRD-000120,CLI-002352,AG-MOH-01,CPT-002995,Crédit immobilier,412176.88,65261.34,0.0449,0.0616,120,19,4269.75,2026-08-21,2026-09-20,2036-06-29,2034-12-07,101,19,0,En cours,Nantissement,374594.3,Achat immobilier,695,B,474.0,,0,CONS-034,2026-09-11 14:53:25.757678,2026-09-11 14:53:25.757678
CRD-000121,CLI-001371,AG-BÉN-01,CPT-001756,Crédit automobile,37098.81,30142.78,0.0745,0.0847,48,39,896.14,2025-10-25,2025-11-24,2029-10-04,2026-07-22,9,39,0,En cours,Nantissement,42933.11,Études,583,C,260.05,,0,CONS-010,2026-09-11 14:53:25.759679,2026-09-11 14:53:25.759679
CRD-000122,CLI-001058,AG-TAN-01,CPT-001348,Crédit consommation,16404.6,455.68,0.078,0.093,36,1,512.55,2025-01-11,2025-02-10,2027-12-27,2027-11-27,35,1,0,En cours,Sans garantie,0.0,Études,570,C,6.77,,0,CONS-012,2026-09-11 14:53:25.762672,2026-09-11 14:53:25.762672
CRD-000123,CLI-004817,AG-RAB-02,CPT-006175,Crédit équipement,20123.96,10061.98,0.0657,0.0811,12,6,1737.27,2024-01-15,2024-02-14,2025-01-09,2024-07-13,6,6,0,En cours,Caution personnelle,15317.4,Fonds de roulement,676,B,71.25,,0,CONS-020,2026-09-11 14:53:25.765674,2026-09-11 14:53:25.765674
CRD-000124,CLI-000200,AG-KHO-01,CPT-000253,Crédit consommation,10337.78,0.0,0.0511,0.0708,24,0,454.04,2026-01-29,2026-02-28,2028-01-19,2028-01-19,24,0,0,En cours,Sans garantie,0.0,Achat immobilier,646,B,0.0,,0,CONS-021,2026-09-11 14:53:25.768673,2026-09-11 14:53:25.768673
CRD-000125,CLI-002281,AG-SET-01,CPT-002904,Crédit automobile,4137.1,1723.79,0.0485,0.0575,48,20,94.99,2024-10-31,2024-11-30,2028-10-10,2027-02-18,28,20,0,En cours,Caution personnelle,3563.77,Investissement,683,B,12.98,,0,CONS-037,2026-09-11 14:53:25.770674,2026-09-11 14:53:25.770674
CRD-000126,CLI-004750,AG-FÈS-01,CPT-006089,Crédit automobile,38407.11,30939.06,0.0529,0.0686,36,29,1156.1,2026-09-03,2026-10-03,2029-08-18,2027-04-01,7,29,0,En cours,Nantissement,37379.2,Travaux,704,A,172.01,,0,CONS-023,2026-09-11 14:53:25.773672,2026-09-11 14:53:25.773672
CRD-000127,CLI-002221,AG-NAD-01,CPT-002831,Crédit équipement,9316.41,7763.68,0.0597,0.0675,12,10,801.7,2021-11-11,2021-12-11,2022-11-06,2022-01-10,2,10,0,En cours,Sans garantie,0.0,Investissement,513,C,76.51,,0,CONS-047,2026-09-11 14:53:25.775674,2026-09-11 14:53:25.775674
CRD-000128,CLI-004772,AG-RAB-03,CPT-006120,Crédit investissement,639265.52,559357.33,0.064,0.0708,48,42,15130.69,2025-04-18,2025-05-18,2029-03-28,2025-10-15,6,42,0,En cours,Caution personnelle,671986.74,Équipement professionnel,608,B,3454.34,,0,CONS-034,2026-09-11 14:53:25.778673,2026-09-11 14:53:25.778673
CRD-000129,CLI-002820,AG-RAB-01,CPT-003597,Crédit immobilier,160854.27,107236.18,0.0337,0.0487,240,160,922.18,2024-08-08,2024-09-07,2044-04-25,2031-03-05,80,160,107,Incident de paiement,Garantie autonome,186204.07,Équipement professionnel,671,D,15328.61,2025-10-19,3,CONS-037,2026-09-11 14:53:25.781695,2026-09-11 14:53:25.781695
CRD-000130,CLI-003151,AG-MAR-01,CPT-004023,Crédit automobile,19916.82,15767.48,0.0475,0.0577,24,19,871.55,2023-08-07,2023-09-06,2025-07-27,2024-01-04,5,19,315,Contentieux,Garantie autonome,11242.01,Fonds de roulement,834,D,3698.63,2025-09-07,2,CONS-039,2026-09-11 14:53:25.784695,2026-09-11 14:53:25.784695
CRD-000131,CLI-004257,AG-CAS-05,CPT-005456,Crédit immobilier,328102.3,157489.1,0.0482,0.0654,300,144,1883.8,2026-03-02,2026-04-01,2050-10-22,2038-12-24,156,144,0,En cours,Caution personnelle,388334.66,Travaux,620,B,1058.19,,0,CONS-035,2026-09-11 14:53:25.786697,2026-09-11 14:53:25.786697
CRD-000132,CLI-003108,AG-LAÂ-01,CPT-003964,Crédit consommation,6057.61,5048.01,0.0632,0.0755,24,20,269.35,2024-08-25,2024-09-24,2026-08-15,2024-12-23,4,20,0,En cours,Nantissement,5452.95,Investissement,532,C,39.75,,0,CONS-021,2026-09-11 14:53:25.789803,2026-09-11 14:53:25.789803
CRD-000133,CLI-001974,AG-SET-01,CPT-002518,Crédit immobilier,769887.01,419160.71,0.0415,0.0466,180,98,5752.81,2022-11-26,2022-12-26,2037-09-08,2029-08-21,82,98,0,En cours,Sans garantie,0.0,Achat immobilier,519,C,5625.48,,0,CONS-006,2026-09-11 14:53:25.792804,2026-09-11 14:53:25.792804
CRD-000134,CLI-001376,AG-CAS-05,CPT-001763,Crédit automobile,47243.72,1312.33,0.0444,0.0583,36,1,1404.09,2025-10-16,2025-11-15,2028-09-30,2028-08-31,35,1,0,En cours,Nantissement,26527.45,Achat immobilier,654,B,3.64,,0,CONS-034,2026-09-11 14:53:25.797804,2026-09-11 14:53:25.797804
CRD-000135,CLI-003969,AG-MAR-01,CPT-005073,Crédit consommation,14283.05,14283.05,0.0587,0.0639,48,48,334.59,2022-07-24,2022-08-23,2026-07-03,,0,48,0,En cours,Sans garantie,0.0,Études,687,B,178.11,,0,CONS-018,2026-09-11 14:53:25.802804,2026-09-11 14:53:25.802804
CRD-000136,CLI-004063,AG-MOH-01,CPT-005196,Crédit immobilier,78706.52,21775.47,0.056,0.0657,300,83,488.04,2026-06-14,2026-07-14,2051-02-03,2044-04-10,217,83,0,En cours,Garantie autonome,66522.82,Études,548,C,114.88,,0,CONS-005,2026-09-11 14:53:25.808195,2026-09-11 14:53:25.808195
CRD-000137,CLI-004446,AG-MAR-01,CPT-005698,Crédit consommation,11181.32,931.78,0.0411,0.0486,24,2,486.1,2025-03-30,2025-04-29,2027-03-20,2027-01-19,22,2,0,En cours,Caution personnelle,5932.57,Fonds de roulement,671,B,5.46,,0,CONS-035,2026-09-11 14:53:25.813194,2026-09-11 14:53:25.813194
CRD-000138,CLI-003558,AG-CAS-04,CPT-004545,Crédit immobilier,60658.94,52571.08,0.0303,0.0475,120,104,586.57,2024-01-28,2024-02-27,2033-12-06,2025-05-22,16,104,0,En cours,Caution personnelle,50657.86,Achat immobilier,617,B,219.52,,0,CONS-040,2026-09-11 14:53:25.818193,2026-09-11 14:53:25.818193
CRD-000139,CLI-000965,AG-SAL-01,CPT-001231,Crédit immobilier,44806.71,25763.86,0.0655,0.0796,120,69,509.91,2021-09-27,2021-10-27,2031-08-06,2025-12-05,51,69,0,En cours,Sans garantie,0.0,Achat immobilier,633,B,359.65,,0,CONS-048,2026-09-11 14:53:25.822192,2026-09-11 14:53:25.822192
CRD-000140,CLI-000180,AG-MEK-01,CPT-000224,Crédit automobile,35969.39,32372.45,0.0574,0.0738,60,54,691.05,2021-12-27,2022-01-26,2026-12-01,2022-06-25,6,54,0,En cours,Hypothèque,20362.87,Achat immobilier,601,B,130.65,,0,CONS-029,2026-09-11 14:53:25.827190,2026-09-11 14:53:25.827190
CRD-000141,CLI-003699,AG-CAS-02,CPT-004730,Crédit immobilier,1179973.55,871869.35,0.0516,0.0661,180,133,9429.8,2024-03-07,2024-04-06,2038-12-19,2028-01-16,47,133,0,En cours,Sans garantie,0.0,Investissement,626,B,10871.2,,0,CONS-006,2026-09-11 14:53:25.831194,2026-09-11 14:53:25.831194
CRD-000142,CLI-003822,AG-CAS-03,CPT-004886,Crédit équipement,10332.45,4592.2,0.0321,0.0481,36,16,301.44,2025-06-14,2025-07-14,2028-05-29,2027-02-04,20,16,0,En cours,Caution personnelle,10748.71,Achat immobilier,679,B,32.29,,0,CONS-017,2026-09-11 14:53:25.836192,2026-09-11 14:53:25.836192
CRD-000143,CLI-004879,AG-CAS-05,CPT-006254,Crédit consommation,7764.8,1941.2,0.0718,0.0801,12,3,672.51,2026-02-17,2026-03-19,2027-02-12,2026-11-14,9,3,0,En cours,Nantissement,6307.84,Investissement,392,C,9.03,,0,CONS-027,2026-09-11 14:53:25.841196,2026-09-11 14:53:25.841196
CRD-000144,CLI-003900,AG-SET-01,CPT-004985,Crédit investissement,35186.65,4398.33,0.0539,0.0694,48,6,816.55,2025-07-14,2025-08-13,2029-06-23,2028-12-25,42,6,0,En cours,Hypothèque,36743.24,Fonds de roulement,564,C,7.62,,0,CONS-040,2026-09-11 14:53:25.848196,2026-09-11 14:53:25.848196
CRD-000145,CLI-004488,AG-AGA-01,CPT-005753,Crédit automobile,62839.84,34038.25,0.0592,0.0708,24,13,2782.84,2022-09-26,2022-10-26,2024-09-15,2023-08-22,11,13,0,En cours,Garantie autonome,38770.98,Achat immobilier,402,C,237.43,,0,CONS-011,2026-09-11 14:53:25.854192,2026-09-11 14:53:25.854192
CRD-000146,CLI-003239,AG-RAB-03,CPT-004126,Crédit automobile,13289.43,13067.94,0.0604,0.069,60,59,257.17,2026-01-10,2026-02-09,2030-12-15,2026-02-09,1,59,0,En cours,Garantie autonome,7316.52,Véhicule,456,C,74.79,,0,CONS-017,2026-09-11 14:53:25.859192,2026-09-11 14:53:25.859192
CRD-000147,CLI-002975,AG-KHO-01,CPT-003796,Crédit professionnel,22367.09,7721.97,0.0417,0.0582,84,29,307.48,2024-09-12,2024-10-12,2031-08-07,2029-03-20,55,29,42,En cours (retard),Nantissement,23106.0,Investissement,620,C,491.7,2024-10-12,3,CONS-004,2026-09-11 14:53:25.865204,2026-09-11 14:53:25.865204
CRD-000148,CLI-003581,AG-AGA-02,CPT-004576,Crédit consommation,10580.31,9478.19,0.0573,0.0629,48,43,247.17,2022-04-10,2022-05-10,2026-03-20,2022-09-07,5,43,0,En cours,Nantissement,7907.44,Fonds de roulement,619,B,94.76,,0,CONS-017,2026-09-11 14:53:25.871199,2026-09-11 14:53:25.871199
CRD-000149,CLI-002888,AG-KHE-01,CPT-003681,Crédit professionnel,205531.32,29973.32,0.0691,0.0795,48,7,4913.13,2025-06-27,2025-07-27,2029-06-06,2028-11-08,41,7,0,En cours,Nantissement,208519.38,Achat immobilier,624,B,140.08,,0,CONS-022,2026-09-11 14:53:25.874201,2026-09-11 14:53:25.874201
CRD-000150,CLI-002576,AG-CAS-05,CPT-003278,Crédit automobile,78993.12,78993.12,0.0685,0.0828,48,48,1886.1,2024-03-22,2024-04-21,2028-03-01,,0,48,0,En cours,Hypothèque,71437.85,Travaux,666,B,208.69,,0,CONS-007,2026-09-11 14:53:25.877196,2026-09-11 14:53:25.877196
CRD-000151,CLI-001420,AG-MOH-01,CPT-001825,Crédit automobile,14521.93,14521.93,0.0464,0.0592,24,24,634.76,2023-10-03,2023-11-02,2025-09-22,,0,24,0,En cours,Caution personnelle,14130.98,Véhicule,538,C,42.54,,0,CONS-012,2026-09-11 14:53:25.881196,2026-09-11 14:53:25.881196
CRD-000152,CLI-003908,AG-TÉT-01,CPT-004995,Crédit professionnel,39087.22,15200.59,0.0396,0.0519,36,14,1153.32,2025-06-09,2025-07-09,2028-05-24,2027-03-31,22,14,0,En cours,Hypothèque,36162.94,Achat immobilier,512,C,90.09,,0,CONS-029,2026-09-11 14:53:25.884197,2026-09-11 14:53:25.884197
CRD-000153,CLI-004674,AG-CAS-06,CPT-005988,Crédit automobile,24993.4,24299.14,0.0365,0.0435,36,35,734.02,2023-01-08,2023-02-07,2025-12-23,2023-02-07,1,35,0,En cours,Sans garantie,0.0,Achat immobilier,569,C,98.67,,0,CONS-003,2026-09-11 14:53:25.887199,2026-09-11 14:53:25.887199
CRD-000154,CLI-004903,AG-KHE-01,CPT-006285,Crédit immobilier,1074550.79,1047687.02,0.0527,0.0608,240,234,7252.81,2025-02-01,2025-03-03,2044-10-19,2025-07-31,6,234,0,En cours,Garantie autonome,560998.03,Études,651,B,5093.11,,0,CONS-039,2026-09-11 14:53:25.891355,2026-09-11 14:53:25.891355
CRD-000155,CLI-001861,AG-CAS-05,CPT-002373,Crédit immobilier,155697.35,5189.91,0.0308,0.0405,120,4,1509.18,2024-02-12,2024-03-13,2033-12-21,2033-08-23,116,4,0,En cours,Sans garantie,0.0,Achat immobilier,632,B,81.29,,0,CONS-034,2026-09-11 14:53:25.894335,2026-09-11 14:53:25.894335
